transaction_id,account_id,transaction_type,amount,transaction_date
TRX0000448,ACC0002032,Payment,47542.56,2021-01-06
TRX0000449,ACC0002103,Payment,35545.1,2021-09-20
TRX0000450,ACC0000625,Transfer,22536.93,2020-08-23
TRX0000451,ACC0000223,Withdrawal,29311.87,2021-01-10
TRX0000452,ACC0002217,Transfer,34393.49,2020-02-20
TRX0000453,ACC0001448,Transfer,1787.84,2022-07-15
TRX0000454,ACC0000095,Withdrawal,31036.18,2024-01-14
TRX0000455,ACC0002609,Transfer,21634.5,2024-03-18
TRX0000456,ACC0000583,Transfer,19027.74,2024-08-06
TRX0000457,ACC0001334,Payment,6870.35,2020-07-02
TRX0000458,ACC0000143,Deposit,32258.72,2018-07-15
TRX0000459,ACC0002039,Transfer,30498.59,2022-11-06
TRX0000460,ACC0000297,Withdrawal,34090.25,2022-05-29
TRX0000461,ACC0001560,Payment,10790.67,2021-02-09
TRX0000462,ACC0002773,Withdrawal,27981.79,2018-09-13
TRX0000463,ACC0001880,Payment,8134.1,2021-05-06
TRX0000464,ACC0002399,Withdrawal,1395.06,2024-03-23
TRX0000465,ACC0000420,Transfer,40618.47,2018-01-03
TRX0000466,ACC0002260,Deposit,11419.7,2022-03-13
TRX0000467,ACC0002937,Payment,18019.02,2021-02-21
TRX0000468,ACC0000200,Withdrawal,1691.27,2018-03-10
TRX0000469,ACC0000081,Transfer,23302.07,2022-08-31
TRX0000470,ACC0002994,Payment,30226.56,2024-11-22
TRX0000471,ACC0002910,Withdrawal,3052.54,2022-05-25
TRX0000472,ACC0000031,Withdrawal,43174.25,2024-11-26
TRX0000473,ACC0002265,Transfer,36452.96,2019-03-04
TRX0000474,ACC0002445,Deposit,45953.01,2021-02-13
TRX0000475,ACC0000863,Payment,16968.48,2018-08-21
TRX0000476,ACC0002338,Transfer,25184.72,2023-01-21
TRX0000477,ACC0001628,Deposit,24405.51,2018-05-06
TRX0000478,ACC0001060,Payment,28786.0,2023-06-30
TRX0000479,ACC0000277,Deposit,1292.78,2022-04-29
TRX0000480,ACC0002737,Payment,43700.13,2021-05-18
TRX0000481,ACC0002121,Transfer,638.26,2022-01-20
TRX0000482,ACC0002614,Payment,3353.72,2022-07-04
TRX0000483,ACC0000411,Transfer,35881.85,2024-02-26
TRX0000484,ACC0002356,Deposit,22863.27,2024-02-17
TRX0000485,ACC0002001,Payment,9176.9,2022-08-07
TRX0000486,ACC0001196,Payment,22239.66,2021-01-25
TRX0000487,ACC0000026,Transfer,30893.32,2020-01-17
TRX0000488,ACC0000878,Payment,48.6,2018-12-10
TRX0000489,ACC0001859,Withdrawal,47633.31,2022-11-08
TRX0000490,ACC0000454,Transfer,17063.72,2021-02-03
TRX0000491,ACC0002077,Withdrawal,29084.8,2022-08-27
TRX0000492,ACC0000571,Withdrawal,33760.0,2019-03-27
TRX0000493,ACC0000638,Transfer,31549.09,2018-03-22
TRX0000494,ACC0002165,Withdrawal,5859.12,2024-01-05
TRX0000495,ACC0002122,Transfer,29902.59,2020-05-02
TRX0000496,ACC0002232,Transfer,35008.32,2022-04-12
TRX0000497,ACC0001886,Withdrawal,13709.19,2021-12-15
TRX0000498,ACC0002948,Deposit,21300.15,2023-06-10
TRX0000499,ACC0001851,Transfer,25301.61,2019-08-14
TRX0000500,ACC0000642,Payment,44622.74,2022-01-08
TRX0000501,ACC0000518,Withdrawal,886.92,2023-04-26
TRX0000502,ACC0000070,Deposit,36897.83,2020-05-06
TRX0000503,ACC0000463,Withdrawal,16123.11,2023-02-06
TRX0000504,ACC0000794,Withdrawal,30392.52,2024-11-14
TRX0000505,ACC0002141,Withdrawal,21495.9,2020-06-30
TRX0000506,ACC0002792,Payment,10908.05,2018-12-14
TRX0000507,ACC0000671,Transfer,48785.73,2022-10-29
TRX0000508,ACC0000406,Withdrawal,19788.39,2020-10-07
TRX0000509,ACC0001986,Deposit,42017.88,2019-05-28
TRX0000510,ACC0002085,Transfer,19012.91,2021-01-02
TRX0000511,ACC0001017,Transfer,48731.02,2022-02-13
TRX0000512,ACC0001711,Withdrawal,43838.83,2021-02-17
TRX0000513,ACC0000475,Withdrawal,35553.97,2023-11-17
TRX0000514,ACC0000454,Transfer,36050.9,2024-01-02
TRX0000515,ACC0001426,Payment,11321.53,2024-04-12
TRX0000516,ACC0002323,Withdrawal,22469.32,2019-05-31
TRX0000517,ACC0000663,Transfer,49622.67,2021-10-28
TRX0000518,ACC0002235,Transfer,13755.65,2021-11-14
TRX0000519,ACC0002322,Payment,33117.54,2024-01-06
TRX0000520,ACC0002897,Payment,26007.72,2023-12-25
TRX0000521,ACC0002629,Transfer,48152.41,2023-10-10
TRX0000522,ACC0001827,Transfer,9056.35,2024-01-03
TRX0000523,ACC0001133,Deposit,37194.73,2020-06-02
TRX0000524,ACC0001023,Deposit,722.58,2018-07-25
TRX0000525,ACC0000640,Payment,17021.51,2024-08-03
TRX0000526,ACC0001889,Withdrawal,3930.96,2023-07-16
TRX0000527,ACC0000078,Withdrawal,31255.12,2019-03-13
TRX0000528,ACC0000455,Deposit,34807.81,2020-08-28
TRX0000529,ACC0002433,Deposit,25362.64,2023-12-12
TRX0000530,ACC0000905,Transfer,37823.02,2023-02-04
TRX0000531,ACC0002076,Withdrawal,6291.24,2022-12-10
TRX0000532,ACC0002808,Deposit,19243.17,2020-11-05
TRX0000533,ACC0002019,Deposit,19020.17,2021-05-17
TRX0000534,ACC0000660,Payment,23019.54,2018-05-07
TRX0000535,ACC0000346,Deposit,41495.09,2023-03-05
TRX0000536,ACC0001394,Transfer,49445.95,2021-12-09
TRX0000537,ACC0000103,Payment,7304.38,2024-09-21
TRX0000538,ACC0001734,Transfer,32241.92,2024-03-02
TRX0000539,ACC0000778,Transfer,49613.03,2018-09-02
TRX0000540,ACC0000700,Deposit,31775.88,2018-09-30
TRX0000541,ACC0001613,Withdrawal,14282.17,2019-07-25
TRX0000542,ACC0000572,Withdrawal,46917.88,2024-06-08
TRX0000543,ACC0002641,Deposit,36058.95,2022-04-27
TRX0000544,ACC0001417,Withdrawal,19971.42,2022-09-08
TRX0000545,ACC0002868,Payment,39943.02,2022-01-06
TRX0000546,ACC0002116,Withdrawal,18480.33,2019-09-13
TRX0000547,ACC0002184,Deposit,8383.15,2020-02-02
TRX0000548,ACC0001637,Payment,19844.35,2023-08-15
TRX0000549,ACC0002226,Payment,36285.82,2022-03-04
TRX0000550,ACC0001237,Payment,15543.97,2020-01-20
TRX0000551,ACC0001338,Withdrawal,43884.48,2020-03-28
TRX0000552,ACC0000159,Withdrawal,45993.27,2024-05-25
TRX0000553,ACC0000630,Withdrawal,32128.19,2021-09-28
TRX0000554,ACC0000669,Deposit,42664.85,2020-05-13
TRX0000555,ACC0001492,Transfer,27273.88,2018-10-28
TRX0000556,ACC0000365,Withdrawal,5141.95,2023-01-29
TRX0000557,ACC0002245,Deposit,4204.98,2019-02-14
TRX0000558,ACC0002207,Payment,21800.28,2021-02-19
TRX0000559,ACC0002475,Payment,7213.08,2023-05-31
TRX0000560,ACC0002444,Transfer,28722.44,2019-12-06
TRX0000561,ACC0002712,Payment,47085.12,2019-04-27
TRX0000562,ACC0002383,Payment,30461.39,2019-12-21
TRX0000563,ACC0000165,Deposit,13276.22,2022-11-28
TRX0000564,ACC0002803,Deposit,43469.95,2020-04-24
TRX0000565,ACC0000579,Withdrawal,35833.27,2022-08-09
TRX0000566,ACC0000175,Transfer,2104.25,2021-04-17
TRX0000567,ACC0002212,Withdrawal,9825.9,2022-02-21
TRX0000568,ACC0002679,Payment,39960.5,2024-09-25
TRX0000569,ACC0001728,Withdrawal,510.36,2022-07-14
TRX0000570,ACC0002419,Payment,10511.4,2019-02-27
TRX0000571,ACC0000302,Deposit,16491.55,2024-05-25
TRX0000572,ACC0002045,Transfer,22748.54,2021-04-24
TRX0000573,ACC0001939,Deposit,697.54,2023-07-24
TRX0000574,ACC0000957,Transfer,36105.76,2020-10-22
TRX0000575,ACC0001994,Deposit,31094.48,2022-03-12
TRX0000576,ACC0001302,Withdrawal,4106.49,2020-10-04
TRX0000577,ACC0000160,Deposit,49442.15,2020-01-19
TRX0000578,ACC0001695,Deposit,36658.1,2024-11-19
TRX0000579,ACC0000459,Payment,31327.5,2021-08-27
TRX0000580,ACC0002318,Payment,20671.37,2020-05-20
TRX0000581,ACC0002700,Payment,17837.57,2020-02-13
TRX0000582,ACC0002314,Transfer,42234.42,2022-02-11
TRX0000583,ACC0000019,Transfer,27225.6,2021-04-23
TRX0000584,ACC0001546,Withdrawal,15269.48,2021-07-24
TRX0000585,ACC0000012,Deposit,21983.85,2023-06-16
TRX0000586,ACC0001981,Transfer,35468.13,2023-04-29
TRX0000587,ACC0002822,Payment,18313.43,2020-07-05
TRX0000588,ACC0002822,Transfer,42724.93,2023-05-07
TRX0000589,ACC0001348,Payment,2615.42,2018-02-20
TRX0000590,ACC0000128,Withdrawal,6732.35,2019-04-12
TRX0000591,ACC0002879,Payment,12621.02,2019-09-25
TRX0000592,ACC0002714,Deposit,32599.35,2018-03-25
TRX0000593,ACC0002689,Withdrawal,28674.54,2019-03-31
TRX0000594,ACC0002297,Transfer,19523.53,2019-07-25
TRX0000595,ACC0000391,Withdrawal,49821.4,2020-12-21
TRX0000596,ACC0001465,Withdrawal,22366.94,2020-11-02
TRX0000597,ACC0000666,Deposit,7471.99,2023-03-18
TRX0000598,ACC0000716,Transfer,18054.96,2020-07-03
TRX0000599,ACC0000161,Payment,13977.13,2021-09-22
TRX0000600,ACC0002552,Withdrawal,28249.75,2024-07-27
TRX0000601,ACC0000771,Deposit,36201.74,2022-07-13
TRX0000602,ACC0002330,Withdrawal,39272.62,2021-10-09
TRX0000603,ACC0001639,Payment,42567.0,2023-03-22
TRX0000604,ACC0000242,Deposit,18700.1,2024-10-18
TRX0000605,ACC0002814,Transfer,22868.11,2023-01-23
TRX0000606,ACC0001770,Payment,39480.31,2020-12-23
TRX0000607,ACC0002915,Withdrawal,36542.2,2018-02-20
TRX0000608,ACC0001885,Payment,23058.91,2018-02-16
TRX0000609,ACC0000401,Withdrawal,43368.52,2021-01-28
TRX0000610,ACC0001526,Transfer,36653.19,2021-03-21
TRX0000611,ACC0001531,Transfer,35391.44,2019-02-18
TRX0000612,ACC0002101,Deposit,13398.01,2021-02-02
TRX0000613,ACC0001886,Deposit,4792.55,2018-04-12
TRX0000614,ACC0002097,Withdrawal,31772.01,2018-04-05
TRX0000615,ACC0000259,Payment,19550.52,2022-10-22
TRX0000616,ACC0000874,Payment,9763.33,2020-09-22
TRX0000617,ACC0002210,Withdrawal,40085.26,2021-01-30
TRX0000618,ACC0000187,Transfer,36234.45,2024-01-01
TRX0000619,ACC0000545,Payment,8462.37,2022-03-20
TRX0000620,ACC0001203,Deposit,42052.63,2023-01-10
TRX0000621,ACC0000720,Withdrawal,10186.0,2019-04-18
TRX0000622,ACC0001659,Payment,7803.23,2023-05-30
TRX0000623,ACC0001369,Withdrawal,5778.95,2021-03-20
TRX0000624,ACC0001573,Deposit,44835.85,2022-04-07
TRX0000625,ACC0000923,Transfer,17665.64,2018-06-17
TRX0000626,ACC0002260,Deposit,12587.59,2020-09-05
TRX0000627,ACC0000398,Deposit,4519.7,2022-10-21
TRX0000628,ACC0001235,Payment,47014.57,2023-09-18
TRX0000629,ACC0000557,Transfer,37206.46,2020-06-07
TRX0000630,ACC0001179,Transfer,20908.44,2018-05-09
TRX0000631,ACC0000463,Transfer,29040.6,2021-06-16
TRX0000632,ACC0000358,Transfer,11707.57,2024-06-30
TRX0000633,ACC0000763,Transfer,20800.55,2022-12-28
TRX0000634,ACC0000421,Deposit,38272.21,2020-09-17
TRX0000635,ACC0000369,Transfer,16093.64,2024-01-31
TRX0000636,ACC0000693,Withdrawal,41667.06,2018-09-23
TRX0000637,ACC0002694,Deposit,9436.37,2018-03-08
TRX0000638,ACC0001847,Transfer,38506.77,2024-06-27
TRX0000639,ACC0002179,Deposit,20629.0,2020-09-18
TRX0000640,ACC0000058,Transfer,16276.42,2021-01-06
TRX0000641,ACC0002091,Deposit,49519.79,2022-07-20
TRX0000642,ACC0001931,Withdrawal,15646.78,2018-08-23
TRX0000643,ACC0001692,Deposit,34213.42,2018-05-31
TRX0000644,ACC0000749,Payment,20477.93,2023-06-09
TRX0000645,ACC0001319,Transfer,44801.22,2019-04-24
TRX0000646,ACC0000945,Deposit,43088.62,2021-05-31
TRX0000647,ACC0000018,Withdrawal,44208.53,2022-05-15
TRX0000648,ACC0001011,Deposit,43738.79,2019-11-03
TRX0000649,ACC0000695,Withdrawal,24805.17,2018-03-03
TRX0000650,ACC0000154,Transfer,3817.77,2022-06-08
TRX0000651,ACC0000531,Withdrawal,30223.92,2020-05-15
TRX0000652,ACC0002534,Transfer,33519.61,2020-05-06
TRX0000653,ACC0000050,Withdrawal,19499.4,2019-11-22
TRX0000654,ACC0001190,Deposit,47004.21,2020-01-25
TRX0000655,ACC0000662,Withdrawal,12927.01,2023-04-17
TRX0000656,ACC0002152,Payment,26013.78,2021-03-03
TRX0000657,ACC0000404,Withdrawal,45479.14,2020-05-27
TRX0000658,ACC0000303,Transfer,38394.63,2022-09-22
TRX0000659,ACC0002663,Transfer,39340.37,2023-04-20
TRX0000660,ACC0002610,Withdrawal,33344.68,2021-12-14
TRX0000661,ACC0001344,Withdrawal,9551.34,2021-10-15
TRX0000662,ACC0002560,Payment,750.3,2024-07-20
TRX0000663,ACC0002069,Deposit,22518.02,2022-06-21
TRX0000664,ACC0000716,Payment,44557.01,2018-12-11
TRX0000665,ACC0002809,Transfer,33848.8,2019-07-13
TRX0000666,ACC0000985,Withdrawal,41464.49,2018-06-21
TRX0000667,ACC0000432,Withdrawal,34611.25,2020-05-30
TRX0000668,ACC0002258,Withdrawal,30298.08,2020-08-09
TRX0000669,ACC0001430,Payment,12998.29,2023-12-06
TRX0000670,ACC0002030,Payment,35004.4,2024-05-01
TRX0000671,ACC0002367,Transfer,21565.64,2023-12-14
TRX0000672,ACC0001448,Withdrawal,15358.52,2021-03-22
TRX0000673,ACC0000637,Deposit,5828.24,2020-12-22
TRX0000674,ACC0001703,Withdrawal,31752.68,2020-09-22
TRX0000675,ACC0001494,Withdrawal,41109.58,2020-08-09
TRX0000676,ACC0001315,Payment,9099.92,2022-04-05
TRX0000677,ACC0002693,Payment,10308.55,2023-03-22
TRX0000678,ACC0000305,Payment,12205.36,2021-10-29
TRX0000679,ACC0000577,Payment,36477.81,2022-06-13
TRX0000680,ACC0000266,Transfer,9788.38,2019-01-12
TRX0000681,ACC0000563,Withdrawal,40364.42,2019-02-03
TRX0000682,ACC0001425,Payment,46649.46,2021-10-02
TRX0000683,ACC0001754,Payment,27126.21,2024-07-07
TRX0000684,ACC0001230,Withdrawal,8918.86,2019-02-07
TRX0000685,ACC0002359,Withdrawal,19188.84,2019-03-12
TRX0000686,ACC0001199,Transfer,44933.9,2023-11-06
TRX0000687,ACC0002930,Payment,30905.84,2020-06-19
TRX0000688,ACC0002947,Payment,46066.1,2020-03-31
TRX0000689,ACC0002160,Payment,32999.51,2018-09-23
TRX0000690,ACC0000643,Transfer,47841.15,2018-01-25
TRX0000691,ACC0000783,Withdrawal,44586.75,2021-01-06
TRX0000692,ACC0002375,Payment,47275.0,2022-10-20
TRX0000693,ACC0000943,Deposit,30821.17,2018-10-31
TRX0000694,ACC0001394,Payment,41548.49,2024-05-04
TRX0000695,ACC0000344,Deposit,21781.49,2023-01-17
TRX0000696,ACC0000033,Payment,46979.93,2022-03-31
TRX0000697,ACC0001016,Withdrawal,47960.05,2023-11-01
TRX0000698,ACC0000363,Transfer,10368.31,2021-01-14
TRX0000699,ACC0000648,Payment,6357.13,2018-05-11
TRX0000700,ACC0001420,Deposit,45601.64,2024-07-13
TRX0000701,ACC0002594,Deposit,1792.4,2024-07-25
TRX0000702,ACC0001088,Withdrawal,29569.23,2020-03-28
TRX0000703,ACC0001726,Payment,43073.95,2020-04-06
TRX0000704,ACC0000568,Deposit,27442.45,2020-08-25
TRX0000705,ACC0000923,Withdrawal,42309.04,2019-04-17
TRX0000706,ACC0001451,Withdrawal,18578.95,2024-11-20
TRX0000707,ACC0002022,Withdrawal,48402.87,2022-08-28
TRX0000708,ACC0002882,Transfer,47283.59,2024-07-31
TRX0000709,ACC0000151,Withdrawal,10496.71,2020-12-16
TRX0000710,ACC0002943,Payment,2629.28,2018-08-03
TRX0000711,ACC0001742,Deposit,41079.81,2023-02-19
TRX0000712,ACC0001946,Transfer,4388.41,2024-11-17
TRX0000713,ACC0000258,Payment,40890.23,2023-02-03
TRX0000714,ACC0001381,Deposit,17633.07,2020-11-04
TRX0000715,ACC0002916,Withdrawal,34632.52,2024-01-29
TRX0000716,ACC0002399,Deposit,31349.06,2023-04-20
TRX0000717,ACC0001690,Deposit,6655.4,2022-03-25
TRX0000718,ACC0000019,Payment,7050.12,2018-10-05
TRX0000719,ACC0001755,Deposit,40035.73,2018-01-10
TRX0000720,ACC0000519,Deposit,28466.57,2020-03-31
TRX0000721,ACC0002004,Payment,2219.45,2022-11-07
TRX0000722,ACC0001585,Payment,4579.72,2021-06-21
TRX0000723,ACC0000706,Transfer,46195.34,2022-02-03
TRX0000724,ACC0002769,Payment,4355.9,2021-08-13
TRX0000725,ACC0002813,Deposit,46934.59,2019-11-24
TRX0000726,ACC0001832,Payment,27938.62,2019-06-12
TRX0000727,ACC0001436,Transfer,7852.2,2023-03-19
TRX0000728,ACC0001716,Deposit,37890.31,2019-11-22
TRX0000729,ACC0000368,Deposit,27708.29,2022-10-06
TRX0000730,ACC0002201,Transfer,43517.79,2018-10-27
TRX0000731,ACC0000042,Deposit,19290.45,2022-12-18
TRX0000732,ACC0000198,Payment,31169.93,2024-09-07
TRX0000733,ACC0001294,Withdrawal,49666.93,2021-10-25
TRX0000734,ACC0002799,Withdrawal,44703.91,2023-01-17
TRX0000735,ACC0001633,Transfer,39853.92,2018-05-22
TRX0000736,ACC0000719,Transfer,26784.05,2024-10-11
TRX0000737,ACC0001682,Transfer,15116.76,2022-04-10
TRX0000738,ACC0002978,Payment,2449.06,2019-05-17
TRX0000739,ACC0001943,Payment,16870.52,2023-01-02
TRX0000740,ACC0000771,Transfer,12571.57,2020-10-09
TRX0000741,ACC0000718,Payment,44030.3,2020-08-15
TRX0000742,ACC0000065,Deposit,41979.24,2021-07-07
TRX0000743,ACC0002169,Deposit,17882.88,2023-08-02
TRX0000744,ACC0001779,Transfer,16478.69,2023-10-11
TRX0000745,ACC0001209,Payment,37250.38,2019-11-23
TRX0000746,ACC0002180,Payment,28105.23,2020-12-06
TRX0000747,ACC0001972,Transfer,7994.45,2023-06-20
TRX0000748,ACC0002775,Payment,1316.95,2018-12-29
TRX0000749,ACC0002713,Transfer,20818.71,2019-09-04
TRX0000750,ACC0000876,Deposit,10637.98,2018-02-10
TRX0000751,ACC0000432,Withdrawal,26639.73,2023-11-29
TRX0000752,ACC0001611,Transfer,38348.48,2019-11-16
TRX0000753,ACC0001033,Transfer,10338.62,2018-12-17
TRX0000754,ACC0000431,Transfer,36934.76,2023-07-26
TRX0000755,ACC0001514,Payment,16830.67,2023-08-22
TRX0000756,ACC0002170,Withdrawal,39626.34,2018-09-21
TRX0000757,ACC0002772,Deposit,41351.94,2019-07-14
TRX0000758,ACC0001174,Deposit,31908.87,2019-07-20
TRX0000759,ACC0000140,Withdrawal,5047.46,2020-03-08
TRX0000760,ACC0001362,Deposit,12612.01,2021-08-30
TRX0000761,ACC0001523,Payment,49919.92,2019-10-30
TRX0000762,ACC0001339,Transfer,33967.86,2020-01-03
TRX0000763,ACC0000619,Deposit,18997.37,2022-07-05
TRX0000764,ACC0001192,Transfer,20236.76,2020-12-07
TRX0000765,ACC0000935,Transfer,40548.25,2021-03-09
TRX0000766,ACC0000755,Payment,39557.73,2021-04-05
TRX0000767,ACC0000901,Deposit,4503.77,2021-03-18
TRX0000768,ACC0002045,Withdrawal,10023.59,2020-12-30
TRX0000769,ACC0000245,Deposit,12569.22,2024-01-02
TRX0000770,ACC0002564,Deposit,42342.99,2019-08-08
TRX0000771,ACC0001351,Transfer,36638.3,2024-12-26
TRX0000772,ACC0001593,Payment,36044.83,2022-10-14
TRX0000773,ACC0001909,Withdrawal,31062.47,2024-12-25
TRX0000774,ACC0001212,Payment,12065.11,2019-11-25
TRX0000775,ACC0000450,Withdrawal,7986.7,2020-07-04
TRX0000776,ACC0002221,Deposit,1788.79,2018-01-05
TRX0000777,ACC0002884,Withdrawal,25072.71,2024-06-18
TRX0000778,ACC0000624,Transfer,2583.17,2020-09-08
TRX0000779,ACC0000932,Transfer,46993.69,2020-09-05
TRX0000780,ACC0002306,Transfer,715.55,2020-10-20
TRX0000781,ACC0000896,Transfer,6689.19,2019-02-16
TRX0000782,ACC0001027,Deposit,24427.82,2021-10-15
TRX0000783,ACC0002634,Withdrawal,10653.28,2024-04-10
TRX0000784,ACC0001553,Deposit,43229.27,2023-08-14
TRX0000785,ACC0001319,Transfer,17753.65,2018-07-01
TRX0000786,ACC0001843,Payment,5457.22,2019-09-30
TRX0000787,ACC0000423,Payment,19470.4,2018-12-08
TRX0000788,ACC0001753,Withdrawal,30359.71,2018-07-11
TRX0000789,ACC0001366,Transfer,25978.64,2023-11-26
TRX0000790,ACC0002070,Withdrawal,9606.27,2019-12-06
TRX0000791,ACC0000106,Payment,6399.28,2021-04-23
TRX0000792,ACC0000999,Transfer,33167.18,2019-03-29
TRX0000793,ACC0002600,Deposit,42130.46,2019-08-15
TRX0000794,ACC0001605,Withdrawal,117.72,2023-01-06
TRX0000795,ACC0000874,Transfer,13805.71,2024-11-20
TRX0000796,ACC0001276,Payment,19014.19,2020-06-30
TRX0000797,ACC0001803,Withdrawal,13449.32,2023-01-15
TRX0000798,ACC0000948,Transfer,9690.94,2020-04-09
TRX0000799,ACC0000542,Withdrawal,18582.57,2022-06-10
TRX0000800,ACC0002861,Withdrawal,18727.78,2018-01-10
TRX0000801,ACC0001519,Transfer,47703.52,2023-12-15
TRX0000802,ACC0002953,Deposit,34946.9,2020-08-08
TRX0000803,ACC0002474,Transfer,43637.94,2020-09-15
TRX0000804,ACC0002670,Payment,18388.3,2023-07-13
TRX0000805,ACC0001357,Withdrawal,38952.27,2019-04-19
TRX0000806,ACC0000619,Transfer,33174.94,2018-10-07
TRX0000807,ACC0001247,Transfer,20919.04,2020-12-30
TRX0000808,ACC0000543,Deposit,13524.24,2020-07-02
TRX0000809,ACC0001259,Deposit,9663.8,2021-06-08
TRX0000810,ACC0000683,Deposit,15533.58,2020-08-20
TRX0000811,ACC0001645,Withdrawal,25864.51,2020-02-07
TRX0000812,ACC0001095,Deposit,619.9,2023-04-13
TRX0000813,ACC0001924,Withdrawal,16007.96,2022-12-28
TRX0000814,ACC0000302,Withdrawal,31927.97,2019-03-09
TRX0000815,ACC0000260,Deposit,46776.79,2020-07-24
TRX0000816,ACC0002729,Withdrawal,23295.64,2023-07-18
TRX0000817,ACC0002610,Deposit,13720.66,2023-05-27
TRX0000818,ACC0000204,Deposit,35524.02,2024-09-14
TRX0000819,ACC0000813,Payment,26871.44,2022-09-28
TRX0000820,ACC0000358,Transfer,14455.25,2019-01-27
TRX0000821,ACC0000892,Transfer,13005.54,2024-12-10
TRX0000822,ACC0000094,Payment,23881.48,2021-09-01
TRX0000823,ACC0001787,Transfer,45205.11,2021-07-31
TRX0000824,ACC0000914,Payment,35527.74,2020-03-08
TRX0000825,ACC0000364,Payment,36705.35,2023-04-22
TRX0000826,ACC0000396,Transfer,13462.85,2021-10-20
TRX0000827,ACC0001204,Deposit,33920.24,2018-05-09
TRX0000828,ACC0001783,Payment,26443.09,2021-07-18
TRX0000829,ACC0002174,Transfer,40852.57,2020-04-19
TRX0000830,ACC0002077,Transfer,36114.87,2022-08-20
TRX0000831,ACC0002460,Deposit,34598.45,2023-10-23
TRX0000832,ACC0002754,Payment,3405.92,2021-07-17
TRX0000833,ACC0002255,Withdrawal,5490.99,2024-02-25
TRX0000834,ACC0000829,Payment,6800.8,2022-02-16
TRX0000835,ACC0001786,Deposit,48034.96,2023-02-16
TRX0000836,ACC0002137,Deposit,11171.34,2022-04-26
TRX0000837,ACC0000685,Transfer,34217.13,2023-10-18
TRX0000838,ACC0002676,Payment,41203.44,2019-07-28
TRX0000839,ACC0000804,Deposit,40731.53,2020-02-21
TRX0000840,ACC0001724,Transfer,25755.52,2019-11-25
TRX0000841,ACC0001697,Transfer,11486.68,2023-06-01
TRX0000842,ACC0001712,Transfer,41971.09,2023-07-04
TRX0000843,ACC0000748,Deposit,17193.85,2019-07-21
TRX0000844,ACC0000318,Withdrawal,43764.43,2019-02-18
TRX0000845,ACC0000374,Payment,49533.59,2018-03-10
TRX0000846,ACC0002139,Deposit,4777.43,2023-08-22
TRX0000847,ACC0001595,Withdrawal,11764.82,2019-01-15
TRX0000848,ACC0001335,Deposit,43621.69,2019-10-23
TRX0000849,ACC0000752,Payment,3185.44,2024-05-05
TRX0000850,ACC0001290,Transfer,35186.32,2018-07-18
TRX0000851,ACC0001131,Withdrawal,36302.23,2023-01-22
TRX0000852,ACC0002089,Withdrawal,34228.58,2018-08-27
TRX0000853,ACC0002227,Transfer,28083.98,2023-05-10
TRX0000854,ACC0000252,Deposit,40658.72,2019-09-08
TRX0000855,ACC0002104,Payment,9886.75,2023-06-28
TRX0000856,ACC0000496,Payment,38035.51,2024-12-02
TRX0000857,ACC0002495,Deposit,35907.99,2022-03-13
TRX0000858,ACC0001711,Payment,20810.1,2019-05-09
TRX0000859,ACC0000395,Transfer,6078.49,2022-02-26
TRX0000860,ACC0002233,Payment,41973.03,2022-12-26
TRX0000861,ACC0002994,Transfer,25522.82,2022-09-28
TRX0000862,ACC0002735,Withdrawal,45111.87,2020-08-30
TRX0000863,ACC0001384,Payment,40089.22,2022-05-12
TRX0000864,ACC0000496,Transfer,1546.24,2022-09-22
TRX0000865,ACC0002222,Transfer,43193.92,2024-05-10
TRX0000866,ACC0002708,Deposit,21693.21,2019-09-09
TRX0000867,ACC0001127,Deposit,47620.19,2022-06-04
TRX0000868,ACC0002690,Transfer,38011.6,2021-04-21
TRX0000869,ACC0000959,Withdrawal,22053.55,2021-05-13
TRX0000870,ACC0001448,Payment,16993.73,2022-08-11
TRX0000871,ACC0000766,Payment,22276.67,2018-08-09
TRX0000872,ACC0001484,Withdrawal,16802.75,2022-09-25
TRX0000873,ACC0000471,Withdrawal,42827.24,2021-07-20
TRX0000874,ACC0000323,Transfer,44510.32,2020-02-02
TRX0000875,ACC0000582,Deposit,33068.02,2022-12-10
TRX0000876,ACC0002719,Payment,31405.32,2023-06-28
TRX0000877,ACC0002052,Transfer,10754.8,2018-06-28
TRX0000878,ACC0001519,Withdrawal,31578.47,2022-03-24
TRX0000879,ACC0001562,Transfer,28667.06,2019-08-16
TRX0000880,ACC0002805,Withdrawal,26007.48,2024-08-10
TRX0000881,ACC0000614,Deposit,6126.66,2020-12-27
TRX0000882,ACC0001934,Withdrawal,43304.84,2019-03-17
TRX0000883,ACC0000043,Transfer,2456.07,2020-11-16
TRX0000884,ACC0002825,Payment,42911.95,2024-04-21
TRX0000885,ACC0001007,Deposit,11935.32,2023-12-12
TRX0000886,ACC0000055,Payment,43449.57,2022-03-29
TRX0000887,ACC0000471,Withdrawal,36615.39,2019-02-23
TRX0000888,ACC0000075,Payment,41633.55,2023-07-05
TRX0000889,ACC0002816,Payment,32839.54,2018-04-06
TRX0000890,ACC0002349,Transfer,972.71,2024-08-04
TRX0000891,ACC0002554,Payment,42515.24,2019-06-15
TRX0000892,ACC0001525,Payment,36556.07,2021-11-01
TRX0000893,ACC0001976,Payment,15113.77,2021-02-13
TRX0000894,ACC0000874,Payment,9049.91,2021-07-20
